user_id,username,intent,timestamp
8363175735,MidasOvOb,free_material,2025-10-07T08:00:58.645521
8363175735,MidasOvOb,free_material,2025-10-07T08:03:58.909847
8363175735,MidasOvOb,free_material,2025-10-07T08:18:34.136672+00:00
8363175735,MidasOvOb,free_material,2025-10-07T08:24:19.886364+00:00
8363175735,MidasOvOb,free_material,2025-10-07T08:36:06.982847+00:00
8363175735,MidasOvOb,free_material,2025-10-07T08:56:36.174560+00:00
8363175735,MidasOvOb,free_material,2025-10-07T09:09:45.783347+00:00
8363175735,MidasOvOb,free_material,2025-10-08T07:42:52.898170+00:00
8363175735,MidasOvOb,free_material,2025-10-08T07:49:53.500103+00:00
8363175735,MidasOvOb,free_material,2025-10-08T07:58:12.301095+00:00
8363175735,MidasOvOb,free_material,2025-10-08T08:03:17.048037+00:00
8363175735,MidasOvOb,free_material,2025-10-08T09:14:59.449502+00:00
8363175735,MidasOvOb,free_material,2025-10-08T09:19:48.050736+00:00
8363175735,MidasOvOb,free_material,2025-10-08T17:17:06.717708+00:00
8363175735,MidasOvOb,free_material,2025-10-08T17:19:29.587056+00:00
8363175735,MidasOvOb,consultation,2025-10-08T17:20:08.848416+00:00
8363175735,MidasOvOb,free_material,2025-10-08T17:43:25.631954+00:00
8363175735,MidasOvOb,free_material,2025-10-08T18:01:08.396830+00:00
8363175735,MidasOvOb,consultation,2025-10-08T18:01:28.535315+00:00
8363175735,MidasOvOb,free_material,2025-10-08T18:14:33.503406+00:00
8363175735,MidasOvOb,consultation,2025-10-08T18:14:39.846403+00:00
8363175735,MidasOvOb,free_material,2025-10-08T18:14:45.219779+00:00
